name,lat,lng,type,state,district,beds,emergency
Saurabh Clinic Dr.Sanjanwalas Maternity and Gynacologist,19.1096181,72.8489169,hospital,Maharashtra,Mumbai,,
Navare Hospital,16.2594873,73.7114107,hospital,Maharashtra,Sindhudurg,,
Shree Ramjiwan Choudhary Memorial Hospital and Research Centre,21.1403119,79.1022438,hospital,Maharashtra,Nagpur,,
Omkar Orthopaedic Hospital,19.4504293,72.805628,hospital,Maharashtra,Palghar,,
Neoplus Criticare Children Hospital,19.228777,72.8406778,hospital,Maharashtra,Mumbai,,
Harsha Childrens Hospital and Maternity Home,21.1389631,79.0605737,hospital,Maharashtra,Nagpur,,
Netra Eye Hospital,20.7408549,78.5999304,hospital,Maharashtra,Wardha,,
Medicover Hospital,19.5732728,74.2007569,hospital,Maharashtra,Ahmednagar,,
Chintamani Eye Hospital,17.2762365,74.5389909,hospital,Maharashtra,Sangli,,
"Ashwini Hospital, Kolhapur",16.7012157,74.2312033,hospital,Maharashtra,Kolhapur,,
Bhaskar Ent Hospital,19.9890228,73.780041,hospital,Maharashtra,Nashik,,
Orbit Super Speciality Hospital,19.269064,72.8790066,hospital,Maharashtra,Thane,,
Shedge Hospital,17.837998,76.6195576,hospital,Maharashtra,Osmanabad,,
Shripal Hospital,18.1481253,74.5729362,hospital,Maharashtra,Pune,,
Shriniwas Hospital,18.6672779,73.7846866,hospital,Maharashtra,Pune,,
Eye Essential Hospital,19.0754851,72.9085484,hospital,Maharashtra,Mumbai,,
Marathawada Bal Rugnalya,19.1528348,77.3101547,hospital,Maharashtra,Nanded,,
Despande Nursing Home,19.0704407,72.8751061,hospital,,,,
Patne Hospital and Maternity Home,19.8734791,75.3205182,hospital,Maharashtra,Aurangabad,,
Deep Hospital,18.9854404,75.7534884,hospital,Maharashtra,Beed,,
Shanti Maternity Clinic,19.1476634,72.9284638,hospital,Maharashtra,Mumbai,,
Abhiwadan Hospital,17.5998535,74.4520564,hospital,Maharashtra,Satara,,
Siddhivinayak Hospital,20.9948561,75.5673652,hospital,Maharashtra,Jalgaon,,
Gokul Maternity & Surgical Home,19.121366,72.8794867,hospital,Maharashtra,mumbai,,
Satalkar Hospital,19.0990671,74.7299682,hospital,Maharashtra,Ahmednagar,,
Sushrut Hospital,18.8512377,73.8869727,hospital,Maharashtra,Pune,,
Dr Lads Navjeevan Hospital Pvt Ltd,19.9888577,73.7794456,hospital,Maharashtra,Nashik,,
Om Sai Children's Hospital and Paediatric Pulmonology& flexible bronchoscopy Clinic,16.7018618,74.232637,hospital,Maharashtra,Kolhapur,,
Phadatare Hospital,19.1825396,74.0994197,hospital,Maharashtra,Pune,,
Doctor M.I. Doongerwala,19.1455128,72.8291899,hospital,Maharashtra,Mumbai,,
"Shri Swami Samarth Hospital, Ahmednagar",19.128454,74.7326504,hospital,Maharashtra,Ahmednagar,,
Gosavi Hospital,18.8793259,72.9401737,hospital,Maharashtra,Raigarh,,
Jamthe Hospital,20.9272371,77.7672581,hospital,Maharashtra,Amravati,,
Paramount Medical Services Pvt Ltd,18.9841995,73.1121938,hospital,Maharashtra,Raigarh,,
Dr. Gaikar Hospital,19.2609018,73.9847672,hospital,Maharashtra,Pune,,
Thorat Hospital,18.4775294,74.3738063,hospital,Maharashtra,Pune,,
Dr Thakurs Ent Hospital,19.2364758,73.127882,hospital,Maharashtra,Thane,,
Sai Kripa Childrens Hospital,19.0606684,72.8996381,hospital,Maharashtra,Mumbai,,
Dhanwantari Hospital,18.5194471,73.8658999,hospital,Maharashtra,Pune,,
Piyush Hospital,19.1352922,72.8542954,hospital,Maharashtra,Mumbai,,
Dr. Sudha Deshmukh Hospital,20.9348674,77.7643519,hospital,Maharashtra,Amravati,,
Desai Hospital,16.7010615,74.2356209,hospital,Maharashtra,Kolhapur,,
"Gangotri Hospital, Kolhapur",16.6846059,74.2232117,hospital,Maharashtra,Kolhapur,,
Pungliya Hospital,18.5226796,73.8508487,hospital,Maharashtra;Maharastra,Pune,,
Vyws Dental College and Hospital,20.934112,77.7924272,hospital,Maharashtra,Amravati,,
Shri Nrusinha Hospital,21.2455099,75.2947596,hospital,Maharashtra,Jalgaon,,
Shraddha Hospital,20.875055,75.1171759,hospital,Maharashtra,Jalgaon,,
Late Shrimati Rakhumabai Marathe Hospital,16.378965,73.4009188,hospital,Maharashtra,Sindhudurg,,
Gade Hospital,18.8772765,72.9394421,hospital,Maharashtra,Raigarh,,
Indu Maternity and Surgical Nursing Home,19.127861,72.8624144,hospital,Maharashtra,Mumbai,,
B.J.Medical College and Sassoon Hospital,18.526235,73.871161,hospital,Maharashtra,Pune,,
Balaji Accident Hospital,20.5688871,74.5131665,hospital,Maharashtra,Nashik,,
Golden Park Hospital,19.3811529,72.82805,hospital,Maharashtra,Thane,,
Shree Parvati Hospital,18.786471,73.3410305,hospital,Maharashtra,Raigarh,,
Varma Ortho - Surgical Centre,18.6570509,73.769787,hospital,Maharashtra,Pune,,
Manawata Hospital and Smt Nalinighag Maternity,19.1868196,72.9546422,hospital,Maharashtra,Thane,,
Spectrum Health Care,18.923141,72.8275739,hospital,Maharashtra,Mumbai,,
Ram Krishna Hospital,18.1882551,76.0428143,hospital,Maharashtra,Latur,,
Ashwini Hospital,17.8898575,75.0054713,hospital,Maharashtra,Solapur,,
Horizon Hospital,19.1872825,72.9677092,hospital,Maharashtra,Thane,,
Swastik Maternity and Surgical Hospital,19.2101349,72.962088,hospital,Maharashtra,Thane,,
Ganga Hospital,16.2200857,74.3499018,hospital,Maharashtra,Kolhapur,,
Shah Hospital Maternity Home and Urology Clinic,20.721336,77.0044076,hospital,Maharashtra,Akola,,
Apex Hospital and Maternity Home,31.3160614,75.5795501,hospital,Punjab,Jalandhar,,
Arora Eye Hospital and Retina Centre,31.3134536,75.5770772,hospital,Punjab,Jalandhar,,
Chawla Nursing Home And Maternity Hospital,31.3136119,75.5766942,hospital,Punjab,Jalandhar,,
Sachar Hospital and Maternity Home,31.3247592,75.5870198,hospital,Punjab,Jalandhar,,
Sikka Hospital,31.3234156,75.5689062,hospital,Punjab,Jalandhar,,
Doaba Hospital Pvt. Ltd.,31.3182441,75.5740097,hospital,Punjab,Jalandhar,,
Sharda E.N.T Hospital,31.3183363,75.5773401,hospital,Punjab,Jalandhar,,
S.D Mahabir Dal Hospital,30.2105466,74.9442266,hospital,Punjab,Bathinda,,
Dr.Ravi Paul Children Hospital,31.3208755,75.5694365,hospital,Punjab,Jalandhar,,
Sarvesh Divya Hospital,30.2225088,74.9380322,hospital,Punjab,Bathinda,,
Delhi Heart Institute and Research Centre,30.220339,74.9389521,hospital,Punjab,Bathinda,,
Dehli Child Care And Dental Hospital,30.2196241,74.9401189,hospital,Punjab,Bathinda,,
"Navjivan Nursing Home And Maternity Center,",30.2124423,74.939716,hospital,Punjab,Bathinda,,
"Garg Nursing Home, Bathinda",30.2128923,74.939771,hospital,Punjab,Bathinda,,
Sra Eye Hospital,30.2091048,74.945438,hospital,Punjab,Bathinda,,
Sairam Hospital,21.8700005,83.9957142,hospital,Odisha,Jharsuguda,,
Narang Hospital,30.2217261,74.9554001,hospital,Punjab,Bathinda,,
Major Gopta Bone and Joint Hospital,30.2220848,74.9427817,hospital,Punjab,Bathinda,,
"Gem Hospital, Bathinda",30.2221411,74.9423224,hospital,Punjab,Bathinda,,
Sai X-Ray Pathology and Nursing Home,21.9321082,86.7286942,hospital,Odisha,Mayurbhanj,,
"Sai Hospital, Bhadrak",21.0529746,86.4931695,hospital,Odisha,Bhadrak,,
Sahara Seva Sadan,19.3116118,84.8039602,hospital,Odisha,Ganjam,,
Sabarmati General Hospital And Research Centre,20.4652665,85.9129316,hospital,Odisha,Cuttack,,
Riverine Hospital,20.4744044,85.8294729,hospital,Odisha,Cuttack,,
Rajasthan Seva Sadan,22.2298612,84.8437637,hospital,Odisha,Sundargarh,,
Kolkata Port Trust Centenary Hospital,22.5177264,88.3214565,hospital,West Bengal,Kolkata,,
Kabiruddin Smrity Maternity and Nursing Home,23.6844243,88.3041116,hospital,West Bengal,Nadia,,
Jitendra Narayan Ray Hospital,22.5832265,88.3762866,hospital,West Bengal,Kolkata,,
Sandhu Hospital,32.2742762,75.643495,hospital,Punjab,Pathankot,,
Smt. Savitri Memorial Miglani Hospital,31.4273638,75.7094522,hospital,Punjab,Jalandhar,,
Malwa Superspeciality Hospital,30.2077716,74.9561086,hospital,Punjab,Bathinda,,
Dr.B.C.Roy Medical Institute,23.5232869,87.3440733,hospital,West Bengal,Bardhaman,,
Nayonika Eye Care Centre,23.2453893,87.859283,hospital,West Bengal,Bardhaman,,
Mood,22.5223254,88.3711521,hospital,West Bengal,Kolkata,,
Karne Hospital Pvt Ltd,18.4954696,73.8583709,hospital,Maharashtra,Pune,,
Kalamkar Multi Speciality Hospital and Research Institute Pvt Ltd,21.1377492,79.0789005,hospital,Maharashtra,Nagpur,,
Bses Mg Hospital (Managed By)Brahma Kumari Global Hospital and Res Center,19.119331,72.845019,hospital,Maharashtra,Mumbai,,
"Sanjeevan Hospital, Raigarh",19.0429195,73.0670951,hospital,Maharashtra,Raigarh,,
Sai Jyot Hospital,19.2137683,73.08818,hospital,Maharashtra,Thane,,
Apex Institute Of Medical Sciences,22.4848844,88.3904962,hospital,West Bengal,Kolkata,,
Arogya Maternity and Nursing Home,22.5026069,88.3387953,hospital,West Bengal,Kolkata,,
Arunodaya Health Care Pvt Ltd,22.6816921,88.2812545,hospital,West Bengal,Hooghly,,
Asharam Bhiwaniwala Hospital,22.5866107,88.3539256,hospital,West Bengal,Kolkata,,
Spine and Ortho Care,31.3062761,75.5883857,hospital,Punjab,Jalandhar,,
Vasal Hospital,31.3342948,75.5638146,hospital,Punjab,Jalandhar,,
N H Narayana Multispeciality Hospital,22.5673073,88.2704237,hospital,West Bengal,Howrah,,yes
Paramount Hospital Pvt Ltd,26.7047812,88.4182618,hospital,West Bengal,Darjeeling,,
Kolkata Heart Foundation,22.5366525,88.343991,hospital,West Bengal,Kolkata,,
Calcutta Heart Research Center,22.5233166,88.3525617,hospital,West Bengal,Kolkata,,
"Government Hospital, Athagarh",20.5198351,85.6376597,hospital,,,,
Ghatal Lion Eye Hospital,22.6497744,87.7404843,hospital,West Bengal,Medinipur West,,
Bankura Seva Niketan Hospital - Bankura,23.230402,87.0636295,hospital,West Bengal,Bankura,,
Disha Eye Hospital Barrackpore,22.7638138,88.3694452,hospital,West Bengal,North 24 Parganas,,
Netra Kiran Eye Hospital,22.757605,88.3390552,hospital,West Bengal,Hooghly,,
Muktakeshi Arogya Niketan,23.2384337,87.0547876,hospital,West Bengal,Bankura,,
"Sub-divisional Hospital, Athagarh",20.5195465,85.6375517,hospital,Odisha,Cuttack,,
"Sub-Divisional Hospital, Jeypore",18.863037,82.5722135,hospital,Odisha,Koraput,,
Satayu Hospital and Diabetic Research Centre,20.2635981,85.8467915,hospital,Odisha,Khordha,,
"Samaleswari Hospital, Jharsuguda",21.8697511,83.9976767,hospital,Odisha,Jharsuguda,,
"Samaleswari Multispeciality Hospital, Balangir",20.7236788,83.4919114,hospital,Odisha,Balangir,,
Salandi Hopsital - Bhadrak,21.0705952,86.4964261,hospital,Odisha,Bhadrak,,
Sai Sanjibani Hospital,20.454928,85.9152906,hospital,Odisha,Cuttack,,
Satyam Hospital and Trauma Centre,31.3339801,75.5620472,hospital,Punjab,Jalandhar,,
Binayak Imaging And Diagnostic Pvt Ltd,22.6302583,88.3847892,hospital,West Bengal,Kolkata,,
N.K.Chatterjee Memorial Maternity Cum Nursing Home,22.4239059,87.3275787,hospital,West Bengal,Medinipur West,,
Matrisadan Nursing Home,22.5686798,88.9163815,hospital,West Bengal,North 24 Parganas,,
Amulya Jyoti Eye Foundation,22.5207604,88.3524887,hospital,West Bengal,Kolkata,,
Anandalok Hospital,23.633303,87.1140363,hospital,West Bengal,Bardhaman,,
"Anandalok Hospital, Salt Lake City",22.5847892,88.4231722,hospital,West Bengal,Kolkata,,yes
Anandaloke Multispeciality Hospital,26.7298504,88.4309097,hospital,West Bengal,Jalpaiguri,,
Anjali Eye Center,22.5919035,88.3418547,hospital,West Bengal,Howrah,,
Anupama Eye Care,22.7014415,88.3863088,hospital,West Bengal,North 24 Parganas,,
Sunayan Eye Care and Surgery,22.8889377,88.3795381,hospital,West Bengal,Hooghly,,
Sunayan Eye care and Research Center,22.2782816,87.9233607,hospital,West Bengal,Medinipur East,,
Paramananda Mission Health Centre,23.2770342,88.0725735,hospital,West Bengal,Bardhaman,,
Micro Surgery Day Centre,22.5252905,88.363941,hospital,West Bengal,Kolkata,,
Mitra Snagh Hospital,22.5837064,88.3606895,hospital,West Bengal,Howrah,,
Vivekananda Seva Sadan,22.9173733,88.1185236,hospital,West Bengal,Hooghly,,
Namita Biswas Memorial Eye Hospital,22.465116,88.404779,hospital,West Bengal,South 24 Parganas,,
Biswarupa Maternity and Nursing Home,23.2394934,87.0686138,hospital,West Bengal,Bankura,,
Joylakshmi Nursing Home,26.3256119,89.4544266,hospital,West Bengal,Cooch Behar,,
Namita Maternity and Nursing Home,22.8229113,88.3696293,hospital,West Bengal,North 24 Parganas,,
Mandelia Maternity and Nursing Home,22.5641763,88.321133,hospital,West Bengal,Howrah,,
Palm Springs,22.5200298,88.3480369,hospital,West Bengal,Kolkata,,
GD Hospital and Diabetes Institute,22.5622368,88.3622351,hospital,West Bengal,Kolkata,,
Sunetra Eye and Family Care Centre,22.4873268,88.3934359,hospital,West Bengal,Kolkata,,
Matri Mangal Pratishthan,22.5842853,88.3581018,hospital,West Bengal,Kolkata,,
Nazirpur Dr. B.R. Ambedkar Eye and General Health Relief Centre,23.8629313,88.5386078,hospital,West Bengal,Nadia,,
East End Nursing Home,22.5410414,88.3618113,hospital,West Bengal,Kolkata,,
Sunview Nursing Home,23.4041132,88.4929901,hospital,West Bengal,Nadia,,
Rotary Club Of Purulia Service Centre,23.3391953,86.3561714,hospital,West Bengal,Purulia,,
BRWS Hospital,22.4712333,88.3776719,hospital,West Bengal,Kolkata,,
"Victoria Hospital, Medinipur East",22.2864402,87.9181378,hospital,West Bengal,Medinipur East,,
Good Samaritan Hospital,22.5392157,88.3705661,hospital,West Bengal,Kolkata,,
Basanti Seva Kendra,25.2347615,88.7749037,hospital,West Bengal,Dinajpur Dakshin,,
Netram Eye Hospital,22.6447076,88.4624897,hospital,West Bengal,Kolkata,,
Sampada Hospital,19.2451024,73.1433584,hospital,Maharashtra,Thane,,
"Om Hospital, Vasai",19.3476305,72.8019695,hospital,Maharashtra,Thane,,
Ankur Maternity and Surgical Nursing Home,19.130945,72.9363066,hospital,Maharashtra,Mumbai,,
Vibhute Hospital,18.5040492,73.8518391,hospital,Maharashtra,Pune,,
"Dr. Uppal's Ent Hospital, Thane",19.1983814,72.967146,hospital,Maharashtra,Thane,,
Divekar Hospital,18.4477424,74.4104882,hospital,Maharashtra,Pune,,
"Vimal Netralay, Vimal Lesar Centre",19.2638614,76.7683538,hospital,Maharashtra,Parbhani,,
Dr. Sapatnekar Hospital I.C.C.U and Polyclinic,19.1920468,72.9687519,hospital,Maharashtra,Thane,,
"Dhanvantari Hospital, Satara",17.6887132,74.0003403,hospital,Maharashtra,Satara,,
Mankikar Hospital For Children and Lab,18.6186189,73.8495646,hospital,Maharashtra,Pune,,
Shree Swaminatayan Surgical Hospital and Laparoscopy Centre,21.0048423,75.5657297,hospital,Maharashtra,Jalgaon,,
Maval Hospital,18.741703,73.6338449,hospital,Maharashtra,Pune,,
Geetanjali Hospital - Wai,17.9486173,73.8847005,hospital,Maharashtra,Satara,,
Unique Childrens Hospital,18.6388704,73.7943419,hospital,Maharashtra,Pune,,
Dr Ghatkar Hospital,18.7528198,73.8634624,hospital,Maharashtra,Pune,,
Hospital,11.3723896,76.7282242,hospital,,,,
Devangi Hospital,19.1881001,72.8498322,hospital,Maharashtra,Mumbai,,
"Sanjeevani Hospital, Kolhapur",16.9049286,73.9476137,hospital,Maharashtra,Kolhapur,,
Accident Fracture Orth and Surgical Hospital,16.6942315,74.4493984,hospital,Maharashtra,Kolhapur,,
Dr Satpute Hospital,19.575208,74.2061227,hospital,Maharashtra,Ahmednagar,,
Rughwani Child Care Centre and Hospital,21.1824485,79.0931793,hospital,Maharashtra,Nagpur,,
Dr. Muddebihalkar Hospital and Iccu,19.1869703,72.9538925,hospital,Maharashtra,Thane,,
Yash Hospital - V.K. Medical Foundation,18.5103392,73.9380687,hospital,Maharashtra,Pune,,
Zantye Hospital and Maternity Home,16.0591797,73.4707475,hospital,Maharashtra,Sindhudurg,,
Dandekar Hospital and Dyalysis Centre,19.2147231,73.0906235,hospital,Maharashtra,Thane,,
"Surya Hospital, Shikrapur",18.6977634,74.141289,hospital,Maharashtra,Pune,,
Nagori Clinic and Nursing Home,18.9685072,72.8286038,hospital,Maharashtra,Mumbai,,
Dhavale Hospital,17.8053419,75.6452053,hospital,Maharashtra,Solapur,,
Nandini Eye Care Centre,19.0605379,72.8456949,hospital,Maharashtra,Mumbai,,
Dharmadhikari Hospital,21.1140033,79.0721387,hospital,Maharashtra,Nagpur,,
Dr Surve Maternity Surgical and General Hospital,18.0905516,75.413906,hospital,Maharashtra,Solapur,,
Madhuram Eye Hospital,21.3697788,74.2511432,hospital,Maharashtra,Nandurbar,,
Dhananjay Hospital and Research Centre Koregaon,17.7019644,74.171315,hospital,Maharashtra,Satara,,
"Chetana Hospital, Pune",18.6596112,73.7970825,hospital,Maharashtra,Pune,,
Kulkarni Endo Surgery Institute and Reconstructive Urology Centre,18.5097841,73.8029893,hospital,Maharashtra,Pune,,
Cumbala Hill Hospital and Heart Institute,18.9634974,72.8087763,hospital,Maharashtra,Mumbai,,
Asha Hospital (Asha Institute Of Medical Sciences and Research Centre),21.2185295,79.1772041,hospital,Maharashtra,Nagpur,,
Ghodke Hospital,18.7365902,75.3089163,hospital,Maharashtra,Ahmednagar,,
Suryaprabha Hospital[ Proctology Clinic and Research Center],17.6904298,74.0018222,hospital,Maharashtra,Satara,,
Senses Eye and Ent Hospital,19.2030934,72.9731347,hospital,Maharashtra,Thane,,
Sampoorna Rege Hospital and Polyclinic,18.8974406,73.1887154,hospital,Maharashtra,Raigarh,,
Eva Medicare Center - andheri,19.1274049,72.8313719,hospital,Maharashtra,Mumbai,,
Spectacles and Contact Lens Clinic,19.11132,72.8671995,hospital,Maharashtra,Mumbai,,
Om Shree Swami Samarth Hospital,18.6345339,73.7791827,hospital,Maharashtra,Pune,,
Sai Raj Hospital,18.9772251,72.8485957,hospital,Maharashtra,Mumbai,,
"Sai Baba Hospital, Mumbai",19.0353486,72.8960936,hospital,Maharashtra,Mumbai,,
Anjan Surgical and Maternity Home,21.1676469,79.6488176,hospital,Maharashtra,Bhandara,,
"Kulkarni Hospital, Nandurbar",21.5485662,74.4772477,hospital,Maharashtra,Nandurbar,,
Vinnayak Hospital,18.4854879,73.8717458,hospital,Maharashtra,Pune,,
Dr Makan Surgical Maternity and Accident Hospital,18.5756743,73.8196734,hospital,Maharashtra,Pune,,
Torne Ent Hospital,19.9895837,73.7797118,hospital,Maharashtra,Nashik,,
Dr. Joshi Children's Hospital,19.4558593,72.8113371,hospital,Maharashtra,Thane,,
Dr. Nakhwa Hospital Maternity Sugical Nursing Home,18.8792758,72.9413954,hospital,Maharashtra,Raigarh,,
Naigaonkar Hospital,18.152585,74.5747541,hospital,Maharashtra,Pune,,
Mangal Moorti Hospital,18.7551564,73.8587887,hospital,Maharashtra,Pune,,
Chirayu Childrens Critical Care Centre,21.0079482,75.555081,hospital,Maharashtra,Jalgaon,,
Shivam Eye Care Centre,19.231269,72.8610344,hospital,Maharashtra,Mumbai,,
Dr. Wetal Hospital,19.2644456,73.9824291,hospital,Maharashtra,Pune,,
Life Surgical and Materity Home,20.9150271,74.7708779,hospital,Maharashtra,Dhule,,
Siya Maternity and Surgical Home,17.890501,75.0088304,hospital,Maharashtra,Solapur,,
Vedant Multispeciality Hospital and Research Centre,19.2090344,72.9615355,hospital,Maharashtra,Thane,,
Mamta Nursing Home,19.240503,73.1628782,hospital,Maharashtra,Thane,,
Parashree Speciality Hospital,20.9301125,77.7622309,hospital,Maharashtra,Amravati,,
Patel Hospital and Maternity Home,20.9917385,75.5766557,hospital,Maharashtra,Jalgaon,,
Vinayak Maternity and Nursing Home,17.6580937,75.9094696,hospital,Maharashtra,Solapur,,
Criticare Superspeciality Hospital,19.2017129,72.9652409,hospital,Maharashtra,Thane,,
Shiv Ganga Hospital and Critical Care Centre,21.1343905,79.0789475,hospital,Maharashtra,Nagpur,,
Insha Surgical Hospital,19.888337,75.3262112,hospital,Maharashtra,Aurangabad,,
Accident Hospital,20.8900836,74.768663,hospital,Maharashtra,Dhule,,
Shilotri Hospital,19.2079224,72.9832292,hospital,Maharashtra,Thane,,
"Global Multi Speciality Hospital, Pune",18.6026821,73.7772542,hospital,Maharashtra,Pune,,
Bakul Parekh Children Hospital,19.0791429,72.9038519,hospital,Maharashtra,Mumbai,,
Dhanvantari Hospital,19.2133086,73.1643423,hospital,Maharashtra,Thane,,
Ashtvinayak Hospital,19.0104756,73.1097476,hospital,Maharashtra,Raigarh,,
Anand Hospital and Nursing Home,19.972578,73.7866808,hospital,Maharashtra,Nashik,,
Sarita Hospital,16.377273,73.3924149,hospital,Maharashtra,Sindhudurg,,
Jeevandeep Hospital,19.0373535,73.1018619,hospital,Maharashtra,Raigarh,,
Dr Komawar Hospital,19.1589429,77.306995,hospital,Maharashtra,Nanded,,
Shraddha Clinic and Hospital,16.6971937,74.243223,hospital,Maharashtra,Kolhapur,,
Heramb Netralaya,21.0087147,75.5628356,hospital,Maharashtra,Jalgaon,,
Pradhan Eye Hospital,17.6677992,75.8977108,hospital,Maharashtra,Solapur,,
Sukhakarta Rugnalaya,20.0118007,73.7946745,hospital,Maharashtra,Nashik,,
शेवाळे रुग्णालय,19.8758546,75.3355419,hospital,Maharashtra,Aurangabad,,
Suryakanta Eye Hospital,21.3687147,74.2434872,hospital,Maharashtra,Nandurbar,,
Ameya Hospital,18.1893686,76.0392134,hospital,Maharashtra,Latur,,
Ahura Maternity Hospital,19.9961371,73.7841891,hospital,Maharashtra,Nashik,,
Shreedhar Hospital,19.0196078,72.8337315,hospital,Maharashtra,Mumbai,,
Shah Hospital,18.5486475,73.8893055,hospital,Maharashtra,Pune,,
Elite Maternity Home and Polyclinic,19.1846986,72.8470279,hospital,Maharashtra,Mumbai,,
